ts_code,code,portfolio_weight,portfolio_seed_weight,score_seed,source_latest_portfolio,source_latest_scores,source_integrated_thesis,source_router,target_exposure,cash_buffer,price,price_date,price_source,integrated_thesis_score,integrated_thesis_state,primary_event_type,primary_mechanism_group,primary_event_fact_id,primary_reason_chain,mechanism_reason_chain,earnings_reason,earnings_reason_chain,thesis_reason_chain,thesis_gate_stage,thesis_reject_reason,mechanism_primary,router_final_score,router_allow_entry,router_signal_state,event_fact_backed,seed_weight_norm,pred_score_norm,router_score_norm,thesis_score_norm,selection_score,candidate_pool_basis,candidate_tier,industry,valuation_trade_date,pe_pct_1y,pb_pct_1y,ps_pct_1y,pe_pct_industry,pb_pct_industry,ps_pct_industry,crowding_trade_date,turnover_pct_rank,crowding_score,fund_exposure_proxy,northbound_holding_change,margin_balance_change,revision_trade_date,eps_revision_7d,eps_revision_30d,analyst_count,revision_score,backlog_amount,contract_liability,prepayment,capex,valuation_signal_score,revision_signal_score,order_flow_signal_score,event_drive_signal_score,industry_signal_score,liquidity_signal_score,data_activation_score,activation_alpha_family,alpha_family_horizon,alpha_family_capacity,alpha_family_style,alpha_family_objective,alpha_family_risk_budget,alpha_family_default_state,activation_llm_boost,alpha_activation_priority,llm_symbol_favored,llm_symbol_blocked,llm_mechanism_favored,llm_event_favored
000544.SZ,000544,0.02,0.0,0.0767972910341774,0.0,1.0,0.0,0.0,0.3,0.7,7.91,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.2655375293858422,0.20554984583761562,0.0,0.38689486006082996,hard_data_only,F,,2026-05-29,0.1875,0.1875,0.1875,0.02702702702702703,0.02631578947368421,0.13559322033898305,2026-05-29,0.02233926625499455,0.18894023990744674,0.7066145738687989,,,2026-03-06,0.0,0.0,,0.5,,,,,0.9425729520778585,0.0,0.0,0.0,0.0,0.307197432625564,0.6384319289088038,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.38034576870675885,False,False,False,False
601688.SH,601688,0.02,0.0,0.085326235143999,0.0,1.0,1.0,1.0,0.3,0.7,18.18,20260529,tushare_snapshot,0.4981,watch,policy_supply_chain,macro_style,825c450eed7d43f18abd235a5d7f2198,"['event_type:policy_supply_chain', 'event_strength:0.966', 'mechanism_group:macro_style', 'mechanism_fit:0.476', 'mechanism_state:0.103', 'router_allow_entry:true', 'expectation:model:market_implied_trailing_profit', 'risk_budget:0.900', 'new_position_policy:selective']","['mechanism_group:macro_style', 'mechanism_fit:0.476', 'mechanism_state:0.103', 'router_allow_entry:true']",expectation:model:market_implied_trailing_profit,['expectation:model:market_implied_trailing_profit'],"['event_type:policy_supply_chain', 'event_strength:0.966', 'mechanism_group:macro_style', 'mechanism_fit:0.476', 'mechanism_state:0.103', 'router_allow_entry:true', 'expectation:model:market_implied_trailing_profit', 'risk_budget:0.900', 'new_position_policy:selective']",earnings_soft_gate,,macro_style,0.1033,True,hold,True,0.0,0.2950275636916625,0.736382322713258,0.9807048631620398,0.3872391878395267,hard_data_only,B,,2026-05-29,0.125,0.1875,0.125,0.02,0.22,0.1836734693877551,2026-05-29,0.280602978568834,0.32485226332643313,0.6820825004542976,,,2026-03-06,0.0,0.0,,0.5,,,,,0.8627120181405894,0.0,0.0,0.0,0.0,0.3517295420955441,0.6097413653131261,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.37124884190943735,False,False,False,False
601128.SH,601128,0.04,0.04,0.1219052714354345,1.0,1.0,0.0,0.0,0.3,0.7,7.09,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,1.0,0.42150477132936653,0.20554984583761562,0.0,0.5306898496975647,hard_data_only,F,,2026-05-29,0.1875,0.1875,0.1875,0.38095238095238093,0.7857142857142857,0.40476190476190477,2026-05-29,0.29667635306937884,0.385073684175438,0.8876067599491186,,,2026-03-06,0.0,0.0,,0.5,,,,,0.47156084656084657,0.0,0.0,0.0,0.0,0.3780202660289231,0.40016136984448647,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.3703523276176299,False,False,False,False
688472.SH,688472,0.02,0.0,0.0818723170411977,0.0,1.0,0.0,0.0,0.3,0.7,13.25,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.2830851518257188,0.20554984583761562,0.0,0.38039784501545393,hard_data_only,F,,2026-05-29,0.0625,0.25,0.5625,0.2366412213740458,0.19130434782608696,0.1416184971098266,2026-05-29,0.7381038866690882,0.542087430235689,0.5445211702707614,,,2026-03-06,0.0,0.0,,0.5,,,,,0.8096410160978725,0.0,0.0,0.0,0.0,0.4199264836572665,0.6045725031314246,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.36627933153137743,False,False,False,False
002252.SZ,002252,0.02,0.0,0.0894703879706458,0.0,1.0,0.0,0.0,0.3,0.7,5.31,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.3093565600425288,0.20554984583761562,0.0,0.3859201423894775,hard_data_only,F,,2026-05-29,0.8125,0.1875,0.3125,0.2127659574468085,0.05063291139240506,0.21518987341772153,2026-05-29,0.05648383581547403,0.24951513750152726,0.8737961112120661,,,2026-03-06,0.0,0.0,,0.5,,,,,0.8449974563844749,0.0,0.0,0.0,0.0,0.33244373524588416,0.5928783202638243,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.36532224981358835,False,False,False,False
600448.SH,600448,0.02,0.0,0.0943549972825122,0.0,1.0,0.0,0.0,0.3,0.7,2.99,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.32624578974349383,0.20554984583761562,0.0,0.3886285845608555,hard_data_only,F,,2026-05-29,0.0,0.6875,0.0625,0.0,0.5581395348837209,0.023255813953488372,2026-05-29,0.6251362150381402,0.4217142513620184,0.311557332364165,,,2026-03-06,0.0,0.0,,0.5,,,,,0.79984496124031,0.0,0.0,0.0,0.0,0.3727660135682104,0.5821089431791294,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.3630309294265074,False,False,False,False
601686.SH,601686,0.02,0.0,0.0734709303674108,0.0,1.0,0.0,0.0,0.3,0.7,5.22,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.25403616545223207,0.20554984583761562,0.0,0.36921754905692894,hard_data_only,F,,2026-05-29,0.8125,0.1875,0.1875,0.058823529411764705,0.2608695652173913,0.043478260869565216,2026-05-29,0.013439883763167454,0.22677227406719802,0.8775213519898237,,,2026-03-06,0.0,0.0,,0.5,,,,,0.87718954248366,0.0,0.0,0.0,0.0,0.3249804335682069,0.6082190998754041,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.36255200581797264,False,False,False,False
000776.SZ,000776,0.02,0.0,0.0914832758001927,0.0,1.0,0.0,0.0,0.3,0.7,18.89,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.3163164052921594,0.20554984583761562,0.0,0.3845021197568292,hard_data_only,F,,2026-05-29,0.1875,0.1875,0.1875,0.04,0.48,0.061224489795918366,2026-05-29,0.2526334907373774,0.3614634117281998,0.8900599672905688,,,2026-03-06,0.0,0.0,,0.5,,,,,0.801718820861678,0.0,0.0,0.0,0.0,0.3702294532957473,0.5822451428690087,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.3611845672836342,False,False,False,False
601788.SH,601788,0.04,0.04,0.1056191524273503,1.0,1.0,0.0,0.0,0.3,0.7,14.27,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,1.0,0.3651932042616441,0.20554984583761562,0.0,0.506683554456006,hard_data_only,F,,2026-05-29,0.125,0.125,0.125,0.44,0.46,0.5306122448979592,2026-05-29,0.14220849981837994,0.1749573607078502,0.3869707432309649,,,2026-03-06,0.0,0.0,,0.5,,,,,0.526859410430839,0.0,0.0,0.0,0.0,0.29285093851696303,0.4004676077073765,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.35964093041182704,False,False,False,False
601601.SH,601601,0.02,0.0,0.2156046636098784,0.0,1.0,0.0,0.0,0.3,0.7,32.18,20260529,tushare_snapshot,0.0,,,,,,,,,,,,,,,,False,0.0,0.7454837133975729,0.20554984583761562,0.0,0.49086757876707027,hard_data_only,F,,2026-05-29,0.125,0.125,0.125,0.4,0.6,0.4,2026-05-29,0.07482746095168907,0.2116757286370034,0.6820825004542976,,,2026-03-06,0.0,0.0,,0.5,,,,,0.5313333333333332,0.0,0.0,0.0,0.0,0.31402761962556053,0.4105966097318684,valuation,medium,high,balanced,valuation_reversion,medium,shadow,0.0,0.35554293649611757,False,False,False,False
