date,open,high,low,close,volume
2012-01-11,2710.663,2722.646,2689.876,2707.796,13642443200
2012-01-12,2697.494,2738.788,2692.345,2706.03,11452888000
2012-01-13,2706.768,2712.636,2618.522,2638.112,11210965600
2012-01-16,2616.32,2631.454,2570.845,2570.845,7373824000
2012-01-17,2570.441,2701.592,2552.648,2701.592,13196886400
2012-01-18,2706.006,2727.994,2641.599,2650.583,13308086400
2012-01-19,2648.824,2704.236,2635.481,2690.351,10806096000
2012-01-20,2697.002,2734.473,2685.969,2728.343,10380915200
2012-01-30,2734.57,2734.793,2693.995,2694.404,8634520000
2012-01-31,2693.109,2703.603,2674.89,2697.423,7176419200
2012-02-01,2691.435,2717.949,2660.303,2667.517,7911240000
2012-02-02,2674.567,2725.674,2668.955,2725.674,9387796800
2012-02-03,2719.643,2764.246,2713.007,2757.062,12237933600
2012-02-06,2761.886,2777.79,2747.69,2766.554,11839251200
2012-02-07,2751.893,2751.893,2699.876,2717.702,10190876800
2012-02-08,2714.834,2793.198,2708.352,2792.748,13247160800
2012-02-09,2789.991,2823.013,2780.815,2802.279,15758574400
2012-02-10,2795.619,2833.996,2794.393,2811.136,14797404800
2012-02-13,2783.271,2841.191,2772.419,2822.687,13968950400
2012-02-14,2819.776,2825.233,2798.483,2817.058,11891471200
2012-02-15,2811.331,2861.408,2804.197,2853.766,15732048000
2012-02-16,2848.852,2869.031,2822.27,2845.036,15388203200
2012-02-17,2856.731,2864.901,2821.062,2841.682,11589701600
2012-02-20,2878.519,2883.18,2846.27,2847.056,14557272000
2012-02-21,2848.072,2875.738,2820.353,2875.493,13215235200
2012-02-22,2876.474,2922.35,2874.228,2922.194,19251107200
2012-02-23,2920.585,2939.059,2908.376,2931.251,17720244800
2012-02-24,2931.224,2974.595,2925.065,2974.595,20553427200
2012-02-27,2984.256,3025.404,2982.534,2982.534,24401400000
2012-02-28,2974.355,2988.74,2949.109,2977.756,18813201600
2012-02-29,2969.84,2981.923,2941.039,2943.445,14704217600
2012-03-01,2931.071,2966.614,2930.073,2950.118,11816870400
2012-03-02,2954.517,3004.724,2954.517,3004.724,16179950400
2012-03-05,3013.135,3023.256,2993.485,2996.008,17684292800
2012-03-06,2987.566,2987.648,2944.144,2957.477,16334342400
2012-03-07,2928.385,2970.44,2924.693,2938.741,15103547200
2012-03-08,2947.714,2988.302,2947.714,2978.285,15050545600
2012-03-09,2986.733,3015.739,2974.984,3015.739,15374944000
2012-03-12,3016.667,3024.56,2994.981,3017.148,16383920000
2012-03-13,3015.83,3047.203,3009.179,3047.039,16312587200
2012-03-14,3060.041,3074.564,2924.827,2939.647,27581760000
2012-03-15,2934.95,2954.366,2891.391,2912.907,18460219200
2012-03-16,2918.104,2969.107,2907.21,2969.033,15874953600
2012-03-19,2965.213,2990.636,2946.539,2990.095,15687584000
2012-03-20,2981.887,2981.887,2932.292,2932.541,15039395200
2012-03-21,2944.192,2961.747,2905.872,2938.38,14663638400
2012-03-22,2936.139,2950.366,2916.226,2931.922,12165618400
2012-03-23,2921.633,2923.759,2876.666,2887.495,11672296800
2012-03-26,2883.508,2896.62,2867.969,2886.869,8801626400
2012-03-27,2897.478,2908.046,2874.845,2877.95,9627386400
2012-03-28,2867.477,2867.477,2771.34,2776.021,13081965600
2012-03-29,2761.517,2773.395,2713.106,2733.407,11393995200
2012-03-30,2735.229,2750.673,2716.449,2737.201,9436635200
2012-04-05,2734.037,2813.894,2727.269,2811.069,11959493600
2012-04-06,2808.536,2832.043,2802.05,2824.326,11075671200
2012-04-09,2815.163,2825.916,2793.973,2794.769,9522123200
2012-04-10,2786.252,2823.925,2744.506,2823.859,10931125600
2012-04-11,2794.442,2846.634,2785.581,2829.664,11884653600
2012-04-12,2832.069,2886.758,2826.696,2886.758,15399798400
2012-04-13,2892.885,2918.266,2887.583,2903.378,16054636800
2012-04-16,2883.929,2915.188,2878.026,2902.518,13871494400
2012-04-17,2899.878,2910.531,2864.135,2864.525,13730043200
2012-04-18,2871.845,2930.992,2867.786,2929.285,16424976000
2012-04-19,2927.515,2938.271,2911.222,2924.667,14080038400
2012-04-20,2918.928,2955.949,2915.087,2954.358,16604262400
2012-04-23,2951.431,2956.014,2912.206,2922.326,17744016000
2012-04-24,2903.922,2948.004,2847.2,2911.868,19541283200
2012-04-25,2904.062,2949.468,2898.268,2943.039,19480801600
2012-04-26,2948.42,2957.28,2925.493,2940.104,17628571200
2012-04-27,2936.478,2943.536,2924.223,2926.836,13498118400
2012-05-02,2962.324,2994.241,2940.718,2979.694,18218238400
2012-05-03,2974.392,2992.104,2969.827,2990.597,15092097600
2012-05-04,2988.369,3015.996,2976.316,3015.884,15595145600
2012-05-07,2999.435,3026.91,2996.453,3026.91,16248160000
2012-05-08,3026.107,3028.948,2995.019,3021.787,15663747200
2012-05-09,2998.449,2998.449,2965.784,2967.797,14959352000
2012-05-10,2966.237,2982.887,2962.114,2972.471,12299415200
2012-05-11,2968.268,2984.763,2952.238,2952.357,11832692800
2012-05-14,2972.672,2976.674,2934.61,2936.583,13768217600
2012-05-15,2915.43,2934.906,2901.74,2934.811,12419676800
2012-05-16,2927.407,2932.119,2892.667,2893.028,11781796000
2012-05-17,2894.007,2940.446,2886.164,2936.009,12902548000
2012-05-18,2916.788,2927.52,2882.953,2890.434,13191687200
2012-05-21,2887.471,2915.466,2870.081,2896.938,11230127200
2012-05-22,2907.68,2940.529,2907.68,2940.529,11650586400
2012-05-23,2934.442,2948.678,2907.045,2931.775,12980356000
2012-05-24,2925.961,2943.212,2900.59,2908.337,12373332800
2012-05-25,2907.686,2914.27,2871.002,2879.712,11667769600
2012-05-28,2868.643,2922.611,2839.125,2922.591,14690446400
2012-05-29,2922.325,2970.488,2919.766,2965.028,17633667200
2012-05-30,2960.526,2972.901,2954.629,2962.261,14170300800
2012-05-31,2943.433,2972.807,2937.23,2957.274,12770555200
2012-06-01,2957.735,2976.261,2943.559,2955.832,12177356800
2012-06-04,2913.792,2926.682,2867.402,2867.402,13700353600
2012-06-05,2872.088,2884.221,2855.193,2866.419,10115304000
2012-06-06,2871.249,2883.219,2849.287,2861.283,9154544800
2012-06-07,2885.969,2892.963,2839.182,2845.283,9586223200
2012-06-08,2866.162,2866.85,2823.645,2828.696,10542700800
2012-06-11,2832.231,2876.298,2825.292,2871.921,10360587200
2012-06-12,2857.184,2868.924,2843.378,2854.21,9762739200
2012-06-13,2860.333,2902.807,2855.064,2902.557,11945917600
2012-06-14,2895.65,2910.903,2879.956,2882.038,11232641600
2012-06-15,2886.478,2903.153,2853.879,2887.456,10935899200
2012-06-18,2897.041,2917.947,2895.805,2908.231,10027528000
2012-06-19,2904.374,2905.812,2882.985,2886.106,10253311200
2012-06-20,2890.903,2898.641,2873.333,2877.219,9146773600
2012-06-21,2871.195,2871.195,2822.495,2835.268,9744719200
2012-06-25,2823.65,2823.65,2768.56,2769.358,9907637600
2012-06-26,2753.901,2776.42,2734.918,2766.748,8887694400
2012-06-27,2764.005,2787.786,2756.647,2758.886,8626806400
2012-06-28,2763.697,2772.422,2729.335,2729.538,8999255200
2012-06-29,2719.904,2768.497,2715.28,2767.827,9696415200
2012-07-02,2781.756,2794.685,2766.353,2783.993,10502926400
2012-07-03,2782.968,2811.781,2775.959,2789.573,10915434400
2012-07-04,2794.169,2800.501,2772.067,2781.86,9763816800
2012-07-05,2768.577,2768.577,2723.042,2733.35,9787846400
2012-07-06,2741.468,2785.959,2718.987,2783.098,12222613600
2012-07-09,2765.161,2778.863,2717.167,2717.87,12248523200
2012-07-10,2710.309,2722.137,2693.999,2699.772,9502220000
2012-07-11,2694.278,2722.667,2692.33,2722.597,9221506400
2012-07-12,2717.018,2763.729,2700.72,2753.279,13138543200
2012-07-13,2743.171,2768.578,2737.964,2747.579,9866624000
2012-07-16,2747.449,2747.456,2669.661,2669.988,11633026400
2012-07-17,2659.886,2691.815,2657.509,2687.484,9052669600
2012-07-18,2684.033,2695.817,2644.659,2695.346,10753697600
2012-07-19,2688.094,2735.549,2681.642,2715.881,12808480800
2012-07-20,2707.709,2720.331,2685.805,2692.548,10529886400
2012-07-23,2673.767,2673.767,2646.215,2660.152,9107340800
2012-07-24,2645.642,2691.927,2645.017,2675.53,8847048000
2012-07-25,2667.244,2680.502,2652.764,2656.744,8265275200
2012-07-26,2655.567,2673.928,2636.128,2638.343,8717093600
2012-07-27,2645.447,2652.292,2623.161,2632.714,8278647200
2012-07-30,2632.599,2648.205,2595.304,2600.721,8372427200
2012-07-31,2598.898,2604.097,2574.05,2580.403,8302074400
2012-08-01,2578.217,2629.351,2577.995,2615.484,8106486400
2012-08-02,2611.041,2620.05,2582.036,2593.601,8103373600
2012-08-03,2598.943,2628.801,2590.653,2628.529,8489964800
2012-08-06,2622.732,2677.659,2619.914,2675.802,11479856000
2012-08-07,2674.0,2689.588,2671.463,2689.0,12096574400
2012-08-08,2689.112,2701.712,2674.074,2686.008,11382749600
2012-08-09,2683.655,2716.686,2671.9,2716.334,12005553600
2012-08-10,2713.926,2718.179,2698.673,2706.727,11358390400
2012-08-13,2700.615,2700.615,2650.202,2651.257,11671300800
2012-08-14,2650.105,2664.73,2615.04,2664.73,11330768800
2012-08-15,2657.895,2657.895,2634.803,2636.574,9222602400
2012-08-16,2631.234,2639.998,2616.735,2620.765,7836834400
2012-08-17,2618.49,2624.199,2593.534,2617.06,7347273600
2012-08-20,2599.811,2618.104,2583.905,2612.8,7783495200
2012-08-21,2612.388,2648.094,2607.784,2637.7,10374324000
2012-08-22,2638.899,2640.604,2606.558,2617.647,9849779200
2012-08-23,2618.187,2634.784,2605.414,2629.531,9773606400
2012-08-24,2621.811,2624.651,2589.42,2589.796,9826255200
2012-08-27,2580.101,2580.101,2533.084,2533.084,9724701600
2012-08-28,2530.322,2561.047,2525.103,2546.603,8748884000
2012-08-29,2539.901,2554.867,2525.59,2525.708,8488234400
2012-08-30,2516.678,2531.494,2474.403,2504.941,10229566400
2012-08-31,2498.579,2515.829,2495.908,2504.764,7329168800
2012-09-03,2500.536,2545.459,2497.182,2539.721,9618550400
2012-09-04,2542.373,2546.032,2509.605,2514.302,9211654400
2012-09-05,2509.106,2527.745,2498.807,2518.498,9147313600
2012-09-06,2523.033,2542.926,2520.531,2542.345,9174851200
2012-09-07,2560.067,2669.531,2560.067,2644.542,22061632000
2012-09-10,2648.414,2669.544,2640.309,2661.057,17371243200
2012-09-11,2650.694,2650.694,2627.995,2647.719,13470270400
2012-09-12,2660.144,2672.166,2634.878,2661.142,13872571200
2012-09-13,2658.318,2667.158,2630.404,2630.404,13014405600
2012-09-14,2654.921,2664.205,2622.667,2642.745,14641022400
2012-09-17,2639.244,2641.127,2572.345,2572.489,12325885600
2012-09-18,2562.014,2572.284,2543.781,2553.313,8704640800
2012-09-19,2555.443,2572.511,2549.743,2570.365,8646713600
2012-09-20,2562.552,2562.552,2501.85,2503.592,11066712000
2012-09-21,2496.85,2522.11,2488.976,2497.758,9672747200
2012-09-24,2482.927,2525.852,2467.667,2515.738,9047288000
2012-09-25,2509.577,2525.512,2496.605,2504.283,7771589600
2012-09-26,2501.382,2509.684,2457.56,2461.833,7855323200
2012-09-27,2460.987,2542.662,2460.822,2528.33,11590430400
2012-09-28,2513.532,2576.394,2510.649,2574.136,12022379200
2012-10-08,2573.538,2587.423,2543.289,2556.069,8279159200
2012-10-09,2564.446,2617.153,2564.446,2617.136,12760661600
2012-10-10,2611.471,2631.77,2604.016,2631.23,12767326400
2012-10-11,2623.622,2629.094,2599.376,2600.438,12167712800
2012-10-12,2607.921,2630.607,2578.067,2599.425,10687233600
2012-10-15,2599.399,2600.2,2565.542,2586.188,8971488000
2012-10-16,2583.843,2611.01,2577.659,2592.094,9269060800
2012-10-17,2599.357,2606.658,2572.404,2596.876,9378774400
2012-10-18,2601.275,2643.354,2600.848,2638.112,13836155200
2012-10-19,2636.882,2644.828,2627.892,2632.659,10708980000
2012-10-22,2619.38,2648.279,2613.922,2643.565,9811917600
2012-10-23,2642.872,2646.574,2609.276,2612.122,11315380800
2012-10-24,2600.619,2621.499,2599.308,2607.514,11080024800
2012-10-25,2606.931,2624.727,2583.539,2585.733,12534624000
2012-10-26,2584.101,2586.315,2521.637,2535.047,11333990400
2012-10-29,2528.646,2537.579,2515.206,2525.492,7844242400
2012-10-30,2525.241,2549.194,2521.891,2529.281,8903615200
2012-10-31,2529.63,2542.544,2520.393,2542.544,9033066400
2012-11-01,2543.838,2596.146,2543.669,2589.821,12937487200
2012-11-02,2590.231,2603.828,2576.741,2601.467,11774324000
2012-11-05,2597.092,2610.969,2582.49,2593.897,10989950400
2012-11-06,2593.358,2594.753,2544.843,2579.625,11126695200
2012-11-07,2576.345,2588.501,2563.427,2575.57,9186443200
2012-11-08,2555.735,2560.122,2521.681,2521.681,10431391200
2012-11-09,2516.781,2529.88,2507.72,2515.233,8298005600
2012-11-12,2516.856,2531.176,2508.511,2529.768,8884630400
2012-11-13,2529.143,2529.143,2478.896,2482.908,9558330400
2012-11-14,2482.314,2493.717,2469.665,2491.714,7673902400
2012-11-15,2479.368,2489.954,2453.817,2454.236,8003134400
2012-11-16,2449.63,2450.694,2421.358,2437.33,7751316000
2012-11-19,2435.261,2440.087,2408.673,2439.704,7051306400
2012-11-20,2445.006,2450.583,2429.164,2430.181,6895265600
2012-11-21,2429.526,2460.378,2408.048,2460.378,8601689600
2012-11-22,2447.202,2448.573,2429.712,2436.536,7071791200
2012-11-23,2440.297,2460.688,2436.145,2449.262,7530319200
2012-11-26,2445.038,2447.825,2422.523,2425.893,6715684000
2012-11-27,2418.261,2418.261,2371.868,2372.311,8840636800
2012-11-28,2362.85,2362.85,2332.313,2336.528,7710020000
2012-11-29,2335.798,2351.071,2317.094,2318.065,7457024000
2012-11-30,2316.401,2349.419,2311.79,2346.825,8391421600
2012-12-03,2344.199,2358.973,2302.913,2303.787,9042127200
2012-12-04,2298.034,2333.6,2284.83,2330.013,9357738400
2012-12-05,2325.707,2426.738,2322.801,2414.62,17389993600
2012-12-06,2412.553,2425.859,2397.895,2411.408,11878636800
2012-12-07,2410.752,2465.311,2404.509,2461.651,17355286400
2012-12-10,2467.852,2498.768,2462.13,2494.751,17683241600
2012-12-11,2486.699,2500.373,2476.194,2479.558,14242716800
2012-12-12,2477.665,2493.399,2462.331,2485.389,11910811200
2012-12-13,2478.682,2486.813,2455.115,2455.781,11184490400
2012-12-14,2456.088,2570.112,2456.088,2569.54,23905894400
2012-12-17,2573.548,2592.825,2570.115,2583.261,21427956800
2012-12-18,2577.88,2613.596,2562.835,2581.446,19249008000
2012-12-19,2576.52,2601.812,2572.278,2587.893,14810526400
2012-12-20,2579.291,2605.263,2560.249,2600.039,15267526400
2012-12-21,2601.488,2631.308,2582.361,2591.209,16212712000
2012-12-24,2586.595,2614.717,2585.098,2604.324,12693878400
2012-12-25,2597.643,2681.802,2589.834,2672.229,22304806400
2012-12-26,2670.272,2693.841,2667.937,2693.837,19386804800
2012-12-27,2699.801,2713.801,2674.764,2675.285,19756785600
2012-12-28,2676.043,2711.235,2670.777,2710.566,17263427200
2012-12-31,2716.071,2749.849,2716.071,2749.849,19165177600
2013-01-04,2775.423,2781.725,2719.253,2745.756,21722744000
2013-01-07,2740.198,2768.494,2733.928,2766.23,19000889600
2013-01-08,2765.711,2780.804,2739.21,2773.172,21069761600
2013-01-09,2766.681,2789.247,2751.26,2775.959,21115894400
2013-01-10,2774.932,2803.902,2766.746,2786.285,19897062400
2013-01-11,2788.712,2793.597,2721.97,2729.87,21246632000
2013-01-14,2721.79,2834.105,2721.454,2829.592,24358857600
2013-01-15,2832.21,2872.709,2831.012,2862.974,28243577600
2013-01-16,2858.791,2868.32,2806.75,2849.664,25845739200
2013-01-17,2843.585,2849.025,2809.299,2820.924,19654705600
2013-01-18,2832.999,2874.733,2820.245,2867.296,20921472000
2013-01-21,2876.388,2887.048,2856.78,2886.805,22240587200
2013-01-22,2885.417,2887.749,2837.145,2857.385,24210380800
2013-01-23,2847.819,2871.284,2830.282,2866.981,19196968000
2013-01-24,2865.973,2912.852,2803.915,2824.576,25578507200
2013-01-25,2821.301,2834.956,2809.877,2815.89,14951888000
2013-01-28,2819.159,2897.067,2819.159,2896.96,20041430400
2013-01-29,2900.203,2931.92,2892.675,2923.651,22422892800
2013-01-30,2925.869,2936.27,2905.87,2935.023,23356609600
2013-01-31,2935.112,2939.107,2911.113,2926.959,21646217600
2013-02-01,2918.234,2971.601,2913.423,2971.19,22025536000
2013-02-04,2980.294,2991.458,2949.705,2965.343,25871209600
2013-02-05,2946.307,2996.06,2943.737,2992.205,22738110400
2013-02-06,2992.561,3012.522,2989.853,3002.051,18206588800
2013-02-07,2998.346,3004.803,2962.495,2996.611,18249784000
2013-02-08,2993.06,3037.096,2992.274,3021.59,17241384000
2013-02-18,3034.942,3039.383,2996.224,3008.435,19129286400
2013-02-19,3005.948,3011.083,2942.481,2954.183,20076649600
2013-02-20,2952.979,2989.781,2942.969,2989.724,18471195200
2013-02-21,2965.541,2965.541,2880.785,2906.314,23602046400
2013-02-22,2902.075,2920.861,2889.146,2894.49,16126912000
2013-02-25,2901.955,2924.71,2895.128,2913.187,14952172800
2013-02-26,2897.186,2933.752,2870.197,2872.45,19449289600
2013-02-27,2879.187,2913.503,2864.478,2890.581,16266416000
2013-02-28,2904.123,2965.45,2889.191,2965.166,20491750400
2013-03-01,2963.918,2979.713,2935.605,2978.115,20486467200
2013-03-04,2935.858,2935.858,2838.675,2857.575,27106412800
2013-03-05,2857.663,2934.805,2850.751,2934.543,21539881600
2013-03-06,2944.773,2977.679,2936.665,2972.799,24751699200
2013-03-07,2964.517,2977.88,2910.113,2938.906,24107209600
2013-03-08,2940.63,2952.482,2913.887,2918.76,16592019200
2013-03-11,2912.86,2927.376,2890.421,2909.617,14058422400
2013-03-12,2907.784,2932.219,2823.547,2854.855,19409507200
2013-03-13,2849.112,2851.919,2806.027,2826.395,14683684800
2013-03-14,2817.63,2848.481,2815.064,2835.131,12628800800
2013-03-15,2834.74,2893.919,2804.924,2840.833,17885624000
2013-03-18,2828.465,2845.262,2800.172,2802.649,14685004800
2013-03-19,2804.688,2819.985,2778.93,2819.673,14044683200
2013-03-20,2820.524,2904.717,2819.84,2904.717,19993364800
2013-03-21,2905.586,2932.019,2901.663,2921.356,19192704000
2013-03-22,2918.046,2933.782,2908.58,2927.392,16386627200
2013-03-25,2934.283,2945.907,2912.492,2923.437,15834886400
2013-03-26,2912.27,2915.736,2864.654,2890.979,16439705600
2013-03-27,2890.611,2925.702,2880.548,2899.804,15303694400
2013-03-28,2860.958,2860.958,2807.968,2810.363,19318521600
2013-03-29,2812.283,2823.34,2794.8,2807.682,13298487200
2013-04-01,2801.658,2828.449,2799.678,2814.734,12870661600
2013-04-02,2816.108,2844.435,2785.813,2793.552,15019808000
2013-04-03,2798.462,2807.789,2770.035,2780.518,13610187200
2013-04-08,2740.225,2779.333,2717.772,2778.865,14358572800
2013-04-09,2781.675,2812.088,2781.675,2800.914,13644017600
2013-04-10,2799.069,2807.102,2772.334,2794.062,13152705600
2013-04-11,2806.918,2813.805,2783.546,2785.076,12075004800
2013-04-12,2782.257,2795.869,2762.958,2765.445,11205010400
2013-04-15,2756.381,2760.219,2725.954,2733.445,11541843200
2013-04-16,2711.814,2760.427,2707.53,2759.704,12551417600
2013-04-17,2758.208,2771.638,2743.232,2770.138,11393720000
2013-04-18,2752.986,2788.554,2745.346,2777.628,11842912800
2013-04-19,2781.02,2853.12,2780.969,2845.669,17822072000
2013-04-22,2834.967,2852.053,2833.431,2851.752,16694974400
2013-04-23,2852.07,2852.07,2764.372,2766.063,16550760000
2013-04-24,2768.002,2831.517,2762.572,2820.861,16265220800
2013-04-25,2812.21,2830.137,2781.401,2783.017,17326854400
2013-04-26,2787.668,2797.187,2742.479,2747.908,13322516800
2013-05-02,2735.537,2759.756,2725.955,2756.808,11392261600
2013-05-03,2764.306,2828.659,2764.306,2807.879,15330851200
2013-05-06,2816.731,2856.829,2816.731,2850.845,16516264000
2013-05-07,2845.339,2864.704,2833.067,2856.476,15401344000
2013-05-08,2865.448,2883.508,2856.486,2876.902,16527270400
2013-05-09,2875.662,2878.04,2844.57,2869.45,18205060800
2013-05-10,2862.116,2887.727,2856.716,2885.84,16491104000
2013-05-13,2887.148,2891.977,2867.18,2885.667,15929144000
2013-05-14,2880.987,2880.987,2831.344,2847.503,15380502400
2013-05-15,2847.639,2873.598,2846.225,2873.598,14074371200
2013-05-16,2868.505,2914.901,2855.953,2913.578,20551435200
2013-05-17,2910.588,2962.212,2909.053,2956.846,22505256000
2013-05-20,2962.756,2995.426,2955.488,2987.065,25138116800
2013-05-21,2984.269,3007.964,2975.316,3007.961,23684208000
2013-05-22,3005.026,3018.961,2982.22,2996.776,23633595200
2013-05-23,2983.051,3010.657,2959.995,2965.256,22881913600
2013-05-24,2970.631,2995.755,2961.27,2994.764,18740363200
2013-05-27,2993.155,3014.512,2990.934,3009.879,20281088000
2013-05-28,3010.074,3035.986,2981.553,3035.986,23313382400
2013-05-29,3039.159,3055.536,3037.212,3044.275,22121139200
2013-05-30,3034.422,3049.198,3026.952,3042.46,20562595200
2013-05-31,3045.748,3053.478,3016.035,3017.226,19974054400
2013-06-03,3015.315,3032.371,2997.066,3004.292,18148580800
2013-06-04,3001.182,3001.182,2937.241,2953.44,18917387200
2013-06-05,2951.434,2964.273,2934.473,2956.436,13785163200
2013-06-06,2946.989,2950.806,2911.622,2913.961,14983225600
2013-06-07,2913.464,2927.168,2853.578,2865.332,16291241600
2013-06-13,2828.314,2828.314,2737.175,2777.612,16379953600
2013-06-14,2782.113,2817.351,2781.416,2813.827,14431166400
2013-06-17,2820.272,2829.94,2795.283,2810.437,14457264000
2013-06-18,2816.539,2827.847,2790.726,2823.215,13211804000
2013-06-19,2810.82,2810.82,2763.371,2805.031,13968580800
2013-06-20,2788.952,2788.952,2712.874,2713.976,14040700800
2013-06-21,2668.171,2720.255,2642.693,2704.654,14283211200
2013-06-24,2696.263,2696.263,2523.471,2537.954,18926267200
2013-06-25,2510.498,2537.065,2357.43,2530.912,23666232000
2013-06-26,2533.92,2558.421,2503.257,2558.25,18503036800
2013-06-27,2563.342,2597.317,2532.082,2534.052,19267240000
2013-06-28,2519.032,2595.433,2500.841,2557.201,17383609600
2013-07-01,2545.798,2591.279,2531.446,2590.968,14431849600
2013-07-02,2590.36,2619.083,2578.041,2617.395,16544473600
2013-07-03,2606.266,2613.692,2558.6,2607.739,17580236800
2013-07-04,2590.696,2654.39,2577.372,2626.447,19009505600
2013-07-05,2630.092,2656.89,2619.418,2620.474,17139182400
2013-07-08,2582.606,2589.284,2534.359,2535.79,15668428800
2013-07-09,2531.168,2549.379,2518.68,2543.034,11882096000
2013-07-10,2543.024,2615.197,2539.061,2615.197,16517254400
2013-07-11,2620.607,2734.501,2620.607,2710.371,27289936000
2013-07-12,2704.565,2727.224,2670.451,2671.817,21558816000
2013-07-15,2683.042,2734.082,2676.611,2719.189,19403102400
2013-07-16,2716.101,2739.98,2696.233,2739.98,19150785600
2013-07-17,2733.312,2750.488,2694.413,2700.007,19768241600
2013-07-18,2690.002,2701.703,2660.53,2675.37,17727424000
2013-07-19,2676.55,2693.041,2612.947,2613.576,20479427200
2013-07-22,2593.091,2646.522,2581.666,2645.861,16177017600
2013-07-23,2654.718,2720.032,2653.344,2716.077,21312188800
2013-07-24,2705.574,2722.863,2672.481,2715.14,21337184000
2013-07-25,2718.36,2729.662,2672.887,2681.397,20117041600
2013-07-26,2670.061,2688.305,2646.108,2672.79,15378651200
2013-07-29,2655.269,2655.269,2613.657,2619.838,15669824000
2013-07-30,2624.743,2651.754,2584.151,2623.496,15347478400
2013-07-31,2641.484,2664.632,2624.271,2632.492,14123664000
2013-08-01,2642.389,2701.693,2638.677,2701.693,18295841600
2013-08-02,2717.802,2734.379,2704.22,2707.501,19229241600
2013-08-05,2708.807,2747.292,2705.849,2747.292,17141075200
2013-08-06,2741.485,2777.727,2730.012,2770.214,20876972800
2013-08-07,2767.729,2783.034,2742.386,2747.081,21205588800
2013-08-08,2741.898,2768.563,2733.541,2749.009,16713092800
2013-08-09,2758.054,2774.681,2723.408,2757.316,18470342400
2013-08-12,2766.623,2815.565,2764.636,2815.565,24210880000
2013-08-13,2815.781,2828.399,2807.631,2828.362,21345681600
2013-08-14,2830.874,2847.082,2808.364,2819.042,21538542400
2013-08-15,2816.831,2828.97,2785.121,2786.785,18566913600
2013-08-16,2774.727,2858.744,2746.183,2747.392,26179132800
2013-08-19,2728.225,2792.732,2725.617,2789.959,17671486400
2013-08-20,2785.298,2813.447,2766.531,2778.129,19286636800
2013-08-21,2782.112,2785.712,2757.366,2784.149,16974388800
2013-08-22,2778.411,2802.754,2773.56,2785.147,17894283200
2013-08-23,2795.043,2801.343,2727.221,2773.276,21365198400
2013-08-26,2778.924,2831.394,2775.424,2830.995,21168251200
2013-08-27,2828.984,2845.871,2820.697,2845.871,21832374400
2013-08-28,2828.301,2849.265,2807.916,2825.69,26912316800
2013-08-29,2832.237,2837.693,2805.024,2819.857,22510638400
2013-08-30,2818.15,2836.611,2786.909,2799.244,28303443200
2013-09-02,2804.229,2819.625,2777.85,2812.887,23644537600
2013-09-03,2815.946,2855.338,2811.244,2855.009,23321020800
2013-09-04,2854.136,2865.523,2845.225,2855.856,23913864000
2013-09-05,2854.018,2863.193,2844.054,2855.097,21826371200
2013-09-06,2850.397,2879.845,2849.447,2876.202,22930425600
2013-09-09,2888.885,2943.422,2885.74,2939.44,33344083200
2013-09-10,2944.084,2972.017,2936.054,2971.761,35681260800
2013-09-11,2978.148,2989.397,2947.489,2961.37,38504064000
2013-09-12,2955.409,2993.052,2949.038,2979.315,31271177600
2013-09-13,2975.481,2985.2,2957.639,2972.439,26711116800
2013-09-16,2981.21,2989.846,2960.497,2972.232,24724524800
2013-09-17,2973.257,2973.698,2916.535,2917.217,24623500800
2013-09-18,2914.596,2935.361,2902.394,2933.503,18927752000
2013-09-23,2942.029,2987.399,2942.029,2987.094,22659398400
2013-09-24,2985.68,2985.68,2941.843,2972.427,26586195200
2013-09-25,2969.222,2984.519,2950.828,2956.957,26671675200
2013-09-26,2949.266,2950.013,2900.813,2902.388,23597672000
2013-09-27,2899.757,2922.555,2898.579,2913.179,18273416000
2013-09-30,2924.141,2942.895,2923.728,2942.847,16244600000
2013-10-08,2942.375,2990.09,2931.067,2987.541,22182089600
2013-10-09,2978.952,3013.745,2970.008,3013.55,23004824000
2013-10-10,3017.337,3017.558,2979.024,2987.007,26483512000
2013-10-11,2999.449,3034.03,2999.449,3033.06,26929612800
2013-10-14,3037.309,3057.669,3029.17,3051.612,28772784000
2013-10-15,3054.81,3058.697,3026.033,3048.279,27493481600
2013-10-16,3038.998,3038.998,2961.801,2976.25,27080726400
2013-10-17,2988.883,3004.808,2962.256,2969.985,23062849600
2013-10-18,2970.215,2994.593,2964.259,2986.386,18727568000
2013-10-21,2993.384,3051.976,2987.754,3051.973,24946604800
2013-10-22,3051.107,3056.106,3011.864,3019.576,27808937600
2013-10-23,3021.243,3035.637,2953.995,2965.482,26258270400
2013-10-24,2957.474,2970.28,2938.393,2944.277,18237523200
2013-10-25,2944.938,2957.872,2879.918,2897.496,20471860800
2013-10-28,2898.825,2904.354,2876.044,2893.297,16703017600
2013-10-29,2893.367,2924.168,2798.747,2860.937,25815576000
2013-10-30,2856.815,2905.323,2851.965,2905.017,20503641600
2013-10-31,2896.203,2896.203,2862.768,2865.648,19471113600
2013-11-01,2859.451,2878.935,2839.142,2866.136,15815379200
2013-11-04,2873.452,2888.308,2864.915,2871.912,13735001600
2013-11-05,2860.14,2894.098,2834.811,2893.989,16684888000
2013-11-06,2882.927,2904.211,2861.861,2862.247,18645507200
