feature,importance
total_mv,0.0
circ_mv,0.0
amount_mean_20,0.0
amount,0.0
amount_mean_5,0.0
listed_days,0.0
hs300_close,0.0
pre_close,0.0
close,0.0
turnover_rate,0.0
pct_chg,0.0
turnover_mean_5,0.0
turnover_mean_20,0.0
amount_z_20,0.0
ret_120,0.0
ret_60,0.0
alpha_ret_60_vs_hs300,0.0
ret_20,0.0
alpha_ret_20_vs_hs300,0.0
hs300_ret_60,0.0
