feature,importance
total_mv,0.0
circ_mv,0.0
amount_mean_20,0.0
amount_mean_5,0.0
listed_days,0.0
turnover_rate,0.0
turnover_mean_5,0.0
turnover_mean_20,0.0
amount_z_20,0.0
vol_5,0.0
vol_20,0.0
vol_60,0.0
